user_id,spotify_name,artist_name
23505,marco444,marco444
401098,eleven of july,eleven of july
280531,mammoth.,mammoth.
271280,the mcdades,the mcdades
137423,cult burial,cult burial
428839,invisible friends,invisible friends
28240,gazoline,gazoline
414921,doppelgangerz,doppelgangerz
12825,mvp,mvp
326933,gradozero,gradozero
479838,josie moon,josie moon
13794,madyboy,madyboy
428841,waves,waves
206644,444,444
289821,khazali,khazali
414926,llawgne,llawgne
391733,santo graal,santo graal
289822,albin de la simone,albin de la simone
13321,adorável clichê,adorável clichê
262085,thot,thot
169727,rooze,rooze
442690,marginal,marginal
19587,royale br,royale br
13628,bloco do caos,bloco do caos
368581,young mex,young mex
479849,zeit,zeit
243510,iggie wilde,iggie wilde
123626,ghost jazz trio,ghost jazz trio
359348,caos day,caos day
340713,mike rivera,mike rivera
308374,rags and riches,rags and riches
368585,sartenazo cerebral,sartenazo cerebral
6225,nina,nina
178958,david woodgett,david woodgett
331447,koalra,koalra
456616,daniel betancourth,daniel betancourth
359354,black tears of the fallen,black tears of the fallen
280549,marie onile,marie onile
428859,maz o'connor,maz o'connor
489262,rakky ripper,rakky ripper
252780,bhrigu sahni,bhrigu sahni
137442,redrubix,redrubix
350024,pedro perez,pedro perez
155922,the long war,the long war
243517,5k hd,5k hd
197422,général paco lenol,général paco lenol
146674,small words,small words
178968,meynsense,meynsense
137447,slim marion,slim marion
146676,radio front,radio front
188198,henriquez,henriquez
14759,anicée,anicée
340731,s-pion,s-pion
414951,astralplane,astralplane
6316,kayex,kayex
137452,stellar,stellar
215855,shaârghot,shaârghot
206667,john roseboro,john roseboro
391772,tha manz,tha manz
28113,bahrambient,bahrambient
368606,the underclass,the underclass
479876,the george kaplan conspiracy,the george kaplan conspiracy
350047,total hip replacement,total hip replacement
405631,octex,octex
21309,lil stone,lil stone
493782,salome scheidegger,salome scheidegger
442725,daggerplay,daggerplay
299144,aloa input,aloa input
456637,dánar,dánar
28577,aubrey logan,aubrey logan
280572,axel thesleff,axel thesleff
322215,roberto rosso,roberto rosso
14230,steve kroeger,steve kroeger
6658,kodes,kodes
169756,the lugubrious,the lugubrious
442728,aborígenes viajantes,aborígenes viajantes
368614,anthony kavanagh,anthony kavanagh
493789,sellva,sellva
169758,rick austin evans,rick austin evans
433388,high tone,high tone
456643,tangerim,tangerim
414904,les grands hurleurs,les grands hurleurs
456644,j-ron,j-ron
391801,kanaglia,kanaglia
331482,alexander king,alexander king
28199,luis ake,luis ake
433397,eirik myhr,eirik myhr
211276,omar aura,omar aura
322227,yxungdy970,yxungdy970
7460,k-lifié,k-lifié
197453,stereo karma,stereo karma
155988,tasuta n-imal,tasuta n-imal
266627,gatz clyde,gatz clyde
169775,nono ymd,nono ymd
312926,abraskadabra,abraskadabra
322234,julia bondar,julia bondar
442745,étienne coppée,étienne coppée
188227,h.i.s.e.,h.i.s.e.
340763,dylan araneta,dylan araneta
215884,garbanotas,garbanotas
442754,alexis.,alexis.
433412,jay griffy,jay griffy
415020,lateral,lateral
331495,francisco okabe,francisco okabe
405665,d-track,d-track
17589,rone,rone
17651,cn,cn
2193,bert jerred,bert jerred
24343,artsea,artsea
3860,on piano,on piano
359424,joe sunrise,joe sunrise
368653,jaye cane,jaye cane
12079,las bibas from vizcaya,las bibas from vizcaya
252856,lui peng,lui peng
28258,roffo,roffo
368655,"tyler, the creator","tyler, the creator"
160507,marcus mouya,marcus mouya
382455,le frit,le frit
280613,vesperteen,vesperteen
303683,birdstone,birdstone
1039,collectif métissé,collectif métissé
1184,la famax,la famax
419531,banda latosa de guanajuato,banda latosa de guanajuato
331533,da le (havana),da le (havana)
456708,alejandro suárez,alejandro suárez
18896,atiye,atiye
19119,hanses,hanses
18202,nate husser,nate husser
433434,lc beatz,lc beatz
142012,raccoon,raccoon
396344,resplandor,resplandor
363943,joel sarakula,joel sarakula
197519,frankie sunwagon,frankie sunwagon
363944,leo middea,leo middea
340813,batti seven,batti seven
128230,felipe valderrama,felipe valderrama
373175,varney,varney
442798,fuzzman,fuzzman
350114,claudia asselin,claudia asselin
280633,s.key.s,s.key.s
405697,king david,king david
405701,kall medrado,kall medrado
257389,2 unlimited,2 unlimited
479988,bantam lyons,bantam lyons
128249,simeon walker,simeon walker
447311,sosa fame,sosa fame
345339,deepmoon,deepmoon
447319,daniel & samuel,daniel & samuel
461251,tra$her,tra$her
433472,erekle getsadze,erekle getsadze
382504,cheb bello,cheb bello
345349,fades,fades
128266,vinod venugopal acharya,vinod venugopal acharya
382506,a bridge too far,a bridge too far
396381,exyz,exyz
26479,djangx,djangx
243574,transmission zero,transmission zero
22520,a trilha,a trilha
396387,headlink,headlink
354683,l'étranger,l'étranger
128273,david arkenstone,david arkenstone
405754,allamedah,allamedah
23693,elizia,elizia
23685,post sixty five,post sixty five
461274,wavetearz,wavetearz
419600,lucch,lucch
23845,gaunt,gaunt
354697,shock elias,shock elias
396440,nathie priscilla,nathie priscilla
438043,kekko fornarelli,kekko fornarelli
461305,urbanites,urbanites
461336,belafonte sensacional,belafonte sensacional
88,raffaele grimaldi,raffaele grimaldi
67,kairos covers,kairos covers
26540,alice robbins,alice robbins
484579,luciane dom,luciane dom
1351,chal,chal
27,travi the native,travi the native
447437,léackim,léackim
111,anna yarbrough,anna yarbrough
166,devon overbey,devon overbey
187,cigana,cigana
214,mav,mav
15687,les garçons trottoirs,les garçons trottoirs
364,foxel,foxel
387,separable,separable
366,sal angel,sal angel
18165,hippø & the jacket,hippø & the jacket
409,fuzeta,fuzeta
313,leon lowman,leon lowman
23284,luni mofo,luni mofo
464,mystific,mystific
483,when waves collide,when waves collide
20157,kings & culprits,kings & culprits
24414,alldaway dre,alldaway dre
575,kd da shooter,kd da shooter
687,the perps,the perps
724,bulletproof messenger,bulletproof messenger
24447,lion d,lion d
1010,leïla lanova,leïla lanova
1136,freedom,freedom
1234,homecoming,homecoming
1199,liqid,liqid
1203,victoria sio,victoria sio
1325,james wyatt crosby,james wyatt crosby
1362,ginne marker,ginne marker
1398,ice sealed eyes,ice sealed eyes
1371,sai leix,sai leix
1429,samcat,samcat
1457,kazodah,kazodah
1556,miel de montagne,miel de montagne
1495,mia gladstone,mia gladstone
1445,pico panesa,pico panesa
1667,chandler juliet,chandler juliet
1534,fuso,fuso
1541,choses sauvages,choses sauvages
1575,mata wangala,mata wangala
1588,beach scvm,beach scvm
1710,the raquels,the raquels
1644,les grands enfants,les grands enfants
1690,chinese man,chinese man
1774,invōker,invōker
1873,al.hy,al.hy
1895,antsa & mendrika,antsa & mendrika
2043,boorook,boorook
2129,clem beatz,clem beatz
2192,taiwan mc,taiwan mc
2306,zonderling,zonderling
2420,harry hook is real,harry hook is real
2449,daniel levi,daniel levi
2421,blue material,blue material
2515,martian subculture,martian subculture
2636,edx,edx
2618,cédrik st-onge,cédrik st-onge
2570,naftali blumenthal,naftali blumenthal
2769,david grumel,david grumel
2721,taylor gasy,taylor gasy
2795,teknoclash,teknoclash
2738,igor longhi,igor longhi
2903,dag tenere,dag tenere
2873,eli & fur,eli & fur
2921,odc,odc
3086,yves larock,yves larock
3040,from overseas,from overseas
3050,kilian k,kilian k
3029,amay laoni,amay laoni
3091,tommy loude,tommy loude
3408,pirate,pirate
3365,aikj,aikj
3431,bozko,bozko
3554,magalí sare,magalí sare
3450,emily loizeau,emily loizeau
3651,sinay 213,sinay 213
3654,nick nicely,nick nicely
3738,huts,huts
3795,emma beko,emma beko
3748,remi,remi
3854,something animal,something animal
3979,mila dietrich,mila dietrich
4082,ampm,ampm
3995,elm tree circle,elm tree circle
4162,clio,clio
4316,paria,paria
4279,lesneu,lesneu
4353,sofá a jato,sofá a jato
4489,molley,molley
4483,egert milder,egert milder
4536,rlarage,rlarage
4680,fishburn,fishburn
4725,ptolemea,ptolemea
4647,an on bast,an on bast
4777,brav,brav
4852,tété,tété
4903,leanne pearson,leanne pearson
4918,minus 8,minus 8
4983,amen viana,amen viana
5081,desta french,desta french
5113,keros-n,keros-n
5112,tanya george,tanya george
5120,freedom candlemaker,freedom candlemaker
5348,dim the light,dim the light
5276,tita nzebi,tita nzebi
5264,woxow,woxow
25455,kt gomez,kt gomez
5286,jeune austin,jeune austin
5349,st. lundi,st. lundi
5468,jewel usain,jewel usain
5547,danko,danko
5588,sailing before the wind,sailing before the wind
5562,tanaë,tanaë
5615,nolton lake,nolton lake
5688,t.o.m,t.o.m
5765,carter hulsey,carter hulsey
5775,elcoz,elcoz
5758,jonisa,jonisa
5818,jambu,jambu
5986,jack and the weatherman,jack and the weatherman
5913,mozambo,mozambo
5915,bernard adamus,bernard adamus
6019,jean-christophe lessard,jean-christophe lessard
5991,evelyne brochu,evelyne brochu
6221,élage diouf,élage diouf
6207,dan howls,dan howls
6366,jérôme couture,jérôme couture
6379,davinci,davinci
6446,dricko,dricko
6625,masteria,masteria
6759,taylor abrahamse,taylor abrahamse
6659,geneviève racette,geneviève racette
6845,octopus montage,octopus montage
6843,enzo favata,enzo favata
6901,alexina,alexina
6905,sombre view,sombre view
6885,sam feldt,sam feldt
6937,yung poor alo,yung poor alo
6952,vanupié,vanupié
7018,feldub,feldub
6944,yogurt maybe,yogurt maybe
7058,paces,paces
7189,will driving west,will driving west
7275,ellemetue,ellemetue
7290,tango point hôtel,tango point hôtel
7316,stacy crowne,stacy crowne
7167,lou asril,lou asril
7428,marcus gad,marcus gad
7555,gumiho,gumiho
7610,resin moon,resin moon
7581,émile bilodeau,émile bilodeau
7580,le noiseur,le noiseur
7672,golan yosef,golan yosef
7702,1000 beasts,1000 beasts
7641,tiësto,tiësto
7640,nosis,nosis
7801,sebastian block,sebastian block
7736,volodia,volodia
7928,izuku,izuku
7949,doppelfinger,doppelfinger
7887,rodzy,rodzy
7925,atsuko chiba,atsuko chiba
8139,iken,iken
8098,frum,frum
8259,dj orcun,dj orcun
8186,meldom,meldom
8394,helix jr,helix jr
8339,nico de andrea,nico de andrea
8485,exmiranda,exmiranda
8727,dj vianu,dj vianu
8511,dust in mind,dust in mind
8830,cary crank,cary crank
8771,bleu nuit,bleu nuit
8744,françois x,françois x
8807,david zanellati,david zanellati
8893,ognibene,ognibene
9017,madelline,madelline
9058,dishaan,dishaan
9092,sterkøl,sterkøl
9279,halle abadi,halle abadi
9353,warps up,warps up
9388,crabe,crabe
9267,a$tro boi,a$tro boi
9493,kroy,kroy
9582,galoski,galoski
9591,youth sector,youth sector
9658,leo germany,leo germany
9758,ranqz,ranqz
9685,black picsou,black picsou
9823,dubamix,dubamix
9887,fuudge,fuudge
9886,sandveiss,sandveiss
9965,marty de lutece,marty de lutece
10012,yk,yk
10136,sam woolf,sam woolf
10312,genesis elijah,genesis elijah
10475,tommy alexander,tommy alexander
10478,kuzu,kuzu
10406,sophie chen,sophie chen
10580,inside,inside
10656,pierre cruz,pierre cruz
10720,mp the kid,mp the kid
10754,onha,onha
10753,punchlove,punchlove
10956,behold the brave,behold the brave
5669,dima,dima
11189,devise,devise
11463,zoen oficial,zoen oficial
11428,ousel,ousel
11453,steve hill,steve hill
11479,kim,kim
11482,shotbyrobson,shotbyrobson
11607,dominique charpentier,dominique charpentier
11711,jaime irles,jaime irles
11640,sweet lizzy project,sweet lizzy project
11645,marta cascales alimbau,marta cascales alimbau
11751,yo trane,yo trane
11808,fiorella (fr),fiorella (fr)
11743,chris kai,chris kai
12468,vossberg,vossberg
12493,pakka,pakka
12502,radiola santa rosa,radiola santa rosa
12492,adrian freedman,adrian freedman
12559,stone,stone
12717,sciack,sciack
12912,luc et mariejo,luc et mariejo
13128,sifoor,sifoor
13259,neskoo,neskoo
13210,medii,medii
13183,alan kardec filho,alan kardec filho
13368,last sun,last sun
13347,platinus,platinus
13387,marcelo cavalcante,marcelo cavalcante
13539,rick astley,rick astley
13479,lily arbor,lily arbor
13517,palmae,palmae
13534,dopeimin,dopeimin
13544,black taygo,black taygo
13630,guma,guma
13560,mimi o'bonsawin,mimi o'bonsawin
13576,säde rnr,säde rnr
13692,melody mcarthur,melody mcarthur
13767,blonde koala,blonde koala
13755,a.l.m,a.l.m
13791,matilin,matilin
13786,wallace,wallace
13747,absolem,absolem
13712,the afternooners,the afternooners
13804,bardi johannsson,bardi johannsson
13857,bless 4r,bless 4r
13944,aaron cormier,aaron cormier
13918,surma,surma
13854,taleb latimore,taleb latimore
13926,martin mey,martin mey
13853,thom artway,thom artway
14031,charlelie couture,charlelie couture
13999,remington super 60,remington super 60
13995,fabich,fabich
14073,ducks!,ducks!
14054,sex on toast,sex on toast
14053,andy luidje,andy luidje
14098,elyose,elyose
13945,timo 1:2,timo 1:2
14084,buzy,buzy
14169,dear criminals,dear criminals
14158,saeyers,saeyers
14192,cenza,cenza
14140,alalà,alalà
14273,futuro pelo,futuro pelo
14175,mortuary,mortuary
14258,merv pinny,merv pinny
14313,kenti,kenti
14344,the oblyvion,the oblyvion
14220,cozy,cozy
14291,belloti,belloti
14298,mauro costa,mauro costa
14383,chris flood,chris flood
14506,chima anya,chima anya
14413,hola la poyana,hola la poyana
14354,balik,balik
14377,jaye,jaye
14558,fastlane candies,fastlane candies
14555,bend the future,bend the future
14551,platonick dive,platonick dive
14525,tiers,tiers
14492,campfire social,campfire social
14626,luca noel,luca noel
14649,baron.e,baron.e
14575,marcos naide,marcos naide
14662,johnny dynamite and the bloodsuckers,johnny dynamite and the bloodsuckers
14823,beat sexü,beat sexü
14815,thy veils,thy veils
14671,tuna display,tuna display
14781,joe kaplow,joe kaplow
14827,esimorp,esimorp
14755,dramalove,dramalove
14897,marielle,marielle
14940,belle brume,belle brume
14938,mynyctis,mynyctis
14921,astrachan,astrachan
14892,romulus,romulus
15001,hiesse,hiesse
15040,beat the system,beat the system
14978,moka,moka
14976,tatum rush,tatum rush
15030,rosie frater-taylor,rosie frater-taylor
15067,akatsuki13k,akatsuki13k
15106,johnnie carwash,johnnie carwash
15073,aston alba,aston alba
15119,sijenke,sijenke
14894,eadsé,eadsé
15165,papyllon,papyllon
15151,yom,yom
15178,morgane imbeaud,morgane imbeaud
15182,havs,havs
15189,einarindra,einarindra
15296,sytë,sytë
15244,les mamans du congo,les mamans du congo
15258,rekma,rekma
15247,viq,viq
15290,ozza,ozza
15223,atanaz,atanaz
15338,digvalley,digvalley
15317,piedbois,piedbois
15451,elfika,elfika
15472,404 sensei,404 sensei
15493,chocolat,chocolat
15521,timber,timber
15478,tú no existes,tú no existes
15540,alconaut,alconaut
15518,avanti nagral,avanti nagral
15553,m. maggie,m. maggie
15552,minneapolis,minneapolis
15610,estas tonne,estas tonne
15599,flèche love,flèche love
15671,cimo fränkel,cimo fränkel
15731,soziales hetzwerk,soziales hetzwerk
15693,apple jelly,apple jelly
15773,seventiine,seventiine
15826,easy wanderlings,easy wanderlings
15809,oya paya,oya paya
15805,axel chill,axel chill
15703,célia delver,célia delver
15794,baron crâne,baron crâne
15716,barmin,barmin
15860,the wildwoods,the wildwoods
15872,implaccable,implaccable
15874,tobias carshey,tobias carshey
15909,oui merci,oui merci
15866,sikem,sikem
15899,david campana,david campana
15903,a broken silence,a broken silence
15925,amy duncan,amy duncan
15881,sunflower thieves,sunflower thieves
16005,le bon nob,le bon nob
15975,nine lies,nine lies
15989,circus caravan,circus caravan
15960,mathias,mathias
15997,flara k,flara k
16072,betablock,betablock
16058,phonoskope,phonoskope
16156,staco,staco
16157,jugo_75,jugo_75
26638,rodrigo avelino,rodrigo avelino
16099,dustern,dustern
16149,mim,mim
16206,unschooling,unschooling
16187,talisco,talisco
16236,sal la rocca,sal la rocca
16313,elena sanchi,elena sanchi
16173,under old trees,under old trees
16385,arrogant criminals,arrogant criminals
16361,armenia,armenia
16382,cameron sanderson,cameron sanderson
16432,24hr video,24hr video
16346,our man in the field,our man in the field
16344,safe jazz,safe jazz
16448,carla j easton,carla j easton
16577,meloman,meloman
16619,the smallest creature,the smallest creature
16623,broken door,broken door
16689,more or les,more or les
16625,rinnovare,rinnovare
16687,mike nisbet,mike nisbet
16667,rieg,rieg
16704,luciole,luciole
16663,duo bottasso,duo bottasso
16743,the kith,the kith
16656,wry,wry
16647,vanwho,vanwho
16753,drop legs,drop legs
16721,eleni era,eleni era
16739,manu armata,manu armata
16767,sol draconi septem,sol draconi septem
16733,blue sirens,blue sirens
16791,gutti,gutti
16805,abel ringvold,abel ringvold
16815,camino 84,camino 84
16790,reuben koops,reuben koops
16837,esdras,esdras
16943,kirouac,kirouac
27931,josefe,josefe
16787,vendôme,vendôme
16896,olympe chabert,olympe chabert
16930,aoru,aoru
16826,yoo doo right,yoo doo right
27691,no invierno,no invierno
28049,caio fernando,caio fernando
16907,dj cerk,dj cerk
17008,nosa,nosa
16983,baco & urban plant,baco & urban plant
16989,random recipe,random recipe
16906,stickman & stockholm,stickman & stockholm
16988,sun tailor,sun tailor
16914,manos milonakis,manos milonakis
16990,cliff beach,cliff beach
16965,youth novels,youth novels
17165,brain damage,brain damage
17167,aswell,aswell
17105,shkodra elektronike,shkodra elektronike
17229,nudz,nudz
17288,oorun,oorun
17302,malachi,malachi
17327,k.o.f.i,k.o.f.i
